Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
5505.0,015,009,1.0
2028.0,024,023,1.0
2303.0,005,028,1.0
4256.0,032,016,1.0
5044.0,020,004,1.0
2410.0,014,017,1.0
2113.0,005,015,1.0
2104.0,020,033,1.0
2642.0,003,014,1.0
4260.0,036,020,1.0
2668.0,016,029,1.0
2646.0,009,023,1.0
2337.0,019,030,1.0
2656.0,007,002,1.0
2364.0,016,040,1.0
2623.0,003,007,1.0
2330.0,027,015,1.0
5057.0,021,016,1.0
2634.0,037,023,1.0
2316.0,027,013,1.0
2623.0,003,006,1.0
2139.0,015,006,1.0
4301.0,016,001,1.0
5015.0,006,009,1.0
2237.0,003,039,1.0
2325.0,020,006,1.0
2414.0,031,035,1.0
4318.0,026,035,1.0
4246.0,012,006,1.0
5211.0,007,006,1.0
2214.0,026,008,1.0
5052.0,029,017,1.0
2033.0,012,003,1.0
4234.0,002,004,1.0
2036.0,021,013,1.0
4305.0,020,008,1.0
7349.0,028,007,1.0
2566.0,002,002,1.0
4312.0,021,035,1.0
2417.0,015,025,1.0
5036.0,015,036,1.0
2631.0,012,040,1.0
2230.0,015,008,1.0
2644.0,009,018,1.0
2414.0,031,044,1.0
2644.0,014,032,1.0
4112.0,028,002,1.0
5478.0,017,040,1.0
2108.0,004,019,1.0
2304.0,002,009,1.0
6066.0,018,010,1.0
4214.0,006,026,1.0
2335.0,026,012,1.0
2506.0,035,027,1.0
4301.0,001,008,1.0
2330.0,010,026,1.0
2329.0,021,012,1.0
2570.0,010,019,1.0
2646.0,008,001,1.0
2613.0,014,005,1.0
2308.0,006,007,1.0
2642.0,022,037,1.0
2229.0,027,024,1.0
4106.0,006,019,1.0
2215.0,009,003,1.0
4301.0,024,005,1.0
2329.0,013,007,1.0
5048.0,016,037,1.0
2415.0,016,017,1.0
5017.0,029,040,1.0
2681.0,017,042,1.0
5486.0,024,034,1.0
2020.0,017,055,1.0
2317.0,005,006,1.0
2639.0,037,009,1.0
5067.0,005,008,1.0
2683.0,015,005,1.0
2209.0,005,013,1.0
2407.0,003,008,1.0
5215.0,023,024,1.0
2034.0,006,019,1.0
2222.0,018,033,1.0
5477.0,015,021,1.0
2023.0,011,023,1.0
2004.0,026,027,1.0
5485.0,024,005,1.0
6042.0,021,009,1.0
2407.0,002,014,1.0
5445.0,018,031,1.0
2316.0,002,034,1.0
2624.0,017,007,1.0
2151.0,005,032,1.0
2023.0,007,001,1.0
2340.0,021,004,1.0
2625.0,012,003,1.0
6046.0,003,048,1.0
2535.0,028,025,1.0
2203.0,010,018,1.0
5006.0,026,012,1.0
2503.0,014,029,1.0
4215.0,029,010,1.0
2623.0,012,005,1.0
4247.0,030,008,1.0
2233.0,022,021,1.0
2671.0,018,031,1.0
2715.0,027,022,1.0
2571.0,005,040,1.0
2424.0,009,018,1.0
2335.0,021,009,1.0
2021.0,010,013,1.0
5457.0,017,024,1.0
5478.0,024,005,1.0
2254.0,035,002,1.0
2216.0,020,013,1.0
2233.0,013,015,1.0
2319.0,021,012,1.0
2036.0,010,008,1.0
5066.0,019,034,1.0
2121.0,029,018,1.0
5436.0,012,037,1.0
4227.0,022,028,1.0
2153.0,001,019,1.0
5466.0,034,004,1.0
7448.0,007,004,1.0
2233.0,026,003,1.0
2125.0,026,013,1.0
2633.0,004,006,1.0
5006.0,033,024,1.0
2405.0,003,022,1.0
2696.0,016,032,1.0
5002.0,002,003,1.0
2726.0,012,023,1.0
2034.0,003,016,1.0
2135.0,010,016,1.0
5064.0,020,024,1.0
2304.0,009,004,1.0
2616.0,004,002,1.0
2203.0,003,008,1.0
5442.0,015,013,1.0
5563.0,019,001,1.0
2568.0,018,036,1.0
2159.0,006,023,1.0
4230.0,018,003,1.0
2354.0,010,033,1.0
2410.0,010,010,1.0
2410.0,015,003,1.0
5442.0,030,012,1.0
4254.0,003,026,1.0
5484.0,002,020,1.0
2242.0,009,020,1.0
4410.0,024,025,1.0
5078.0,021,020,1.0
2733.0,019,030,1.0
4412.0,021,014,1.0
2407.0,020,008,1.0
2504.0,003,015,1.0
2631.0,030,004,1.0
2038.0,016,023,1.0
2329.0,017,009,1.0
2634.0,023,004,1.0
2233.0,006,006,1.0
5062.0,021,023,1.0
2215.0,011,004,1.0
2558.0,019,015,1.0
2266.0,020,011,1.0
2247.0,014,012,1.0
2108.0,003,005,1.0
5064.0,022,016,1.0
2259.0,006,017,1.0
2616.0,29.0,037,1.0
2159.0,9.0,014,1.0
4248.0,21.0,022,1.0
2637.0,31.0,022,1.0
4217.0,6.0,015,1.0
2159.0,4.0,104,1.0
2215.0,9.0,013,1.0
2014.0,2.0,019,1.0
2633.0,15.0,020,1.0
2673.0,14.0,048,1.0
2638.0,26.0,020,1.0
2508.0,13.0,015,1.0
4405.0,34.0,005,1.0
2265.0,4.0,029,1.0
6063.0,10.0,027,1.0
2747.0,16.0,010,1.0
2640.0,27.0,015,1.0
2322.0,14.0,003,1.0
4259.0,5.0,015,1.0
5585.0,26.0,019,1.0
2405.0,2.0,022,1.0
6019.0,17.0,033,1.0
4245.0,23.0,026,1.0
2104.0,18.0,024,1.0
2686.0,12.0,010,1.0
5513.0,15.0,023,1.0
2566.0,6.0,044,1.0
2122.0,1.0,005,1.0
2638.0,28.0,006,1.0
2124.0,12.0,029,1.0
6042.0,10.0,030,1.0
2642.0,12.0,017,1.0
2672.0,5.0,034,1.0
2151.0,1.0,005,1.0
5486.0,14.0,016,1.0
2254.0,35.0,005,1.0
2532.0,27.0,006,1.0
4112.0,26.0,026,1.0
2551.0,41.0,019,1.0
2504.0,3.0,016,1.0
5002.0,4.0,024,1.0
6048.0,18.0,010,1.0
6048.0,9.0,024,1.0
2022.0,16.0,022,1.0
2217.0,22.0,012,1.0
2414.0,9.0,026,1.0
7416.0,19.0,012,1.0
2135.0,29.0,002,1.0
6067.0,9.0,056,1.0
2246.0,3.0,030,1.0
2647.0,9.0,030,1.0
5204.0,20.0,010,1.0
2109.0,29.0,003,1.0
2354.0,5.0,035,1.0
4359.0,17.0,011,1.0
2642.0,22.0,041,1.0
4321.0,16.0,003,1.0
2610.0,13.0,002,1.0
2325.0,9.0,015,1.0
4387.0,23.0,015,1.0
2332.0,5.0,016,1.0
2243.0,13.0,015,1.0
2696.0,16.0,004,1.0
6075.0,7.0,001,1.0
4004.0,6.0,015,1.0
2132.0,6.0,019,1.0
4320.0,7.0,028,1.0
5517.0,18.0,018,1.0
2326.0,13.0,020,1.0
4007.0,4.0,004,1.0
5081.0,29.0,008,1.0
4242.0,20.0,016,1.0
2249.0,15.0,003,1.0
5050.0,29.0,052,1.0
4123.0,13.0,025,1.0
5549.0,19.0,004,1.0
2340.0,12.0,008,1.0
5053.0,3.0,025,1.0
2325.0,16.0,016,1.0
2202.0,4.0,008,1.0
4256.0,7.0,021,1.0
5083.0,5.0,003,1.0
2404.0,17.0,010,1.0
2571.0,9.0,039,1.0
5426.0,14.0,028,1.0
2637.0,22.0,002,1.0
2214.0,1.0,016,1.0
2571.0,5.0,060,1.0
5424.0,2.0,031,1.0
2642.0,1.0,020,1.0
7460.0,31.0,029,1.0
2033.0,14.0,008,1.0
2231.0,11.0,008,1.0
2570.0,5.0,008,1.0
2101.0,4.0,015,1.0
2662.0,22.0,002,1.0
2010.0,4.0,029,1.0
2364.0,15.0,017,1.0
5022.0,26.0,018,1.0
2218.0,14.0,010,1.0
6031.0,1.0,022,1.0
4312.0,6.0,005,1.0
2654.0,23.0,037,1.0
2132.0,3.0,017,1.0
4003.0,6.0,032,1.0
2325.0,3.0,011,1.0
2261.0,38.0,045,1.0
2254.0,27.0,019,1.0
2308.0,8.0,004,1.0
6034.0,4.0,022,1.0
2677.0,6.0,015,1.0
2552.0,17.0,013,1.0
2148.0,11.0,014,1.0
2766.0,13.0,014,1.0
4330.0,23.0,040,1.0
2034.0,29.0,040,1.0
2748.0,15.0,045,1.0
2259.0,13.0,004,1.0
2310.0,10.0,033,1.0
2316.0,24.0,001,1.0
2301.0,17.0,027,1.0
2113.0,11.0,016,1.0
2364.0,9.0,040,1.0
2104.0,1.0,015,1.0
2529.0,16.0,010,1.0
2769.0,16.0,018,1.0
4246.0,22.0,021,1.0
2033.0,7.0,015,1.0
2365.0,11.0,003,1.0
2625.0,20.0,020,1.0
2633.0,9.0,006,1.0
2222.0,9.0,008,1.0
2233.0,9.0,006,1.0
4236.0,24.0,009,1.0
5071.0,11.0,025,1.0
4242.0,26.0,018,1.0
2527.0,10.0,027,1.0
5057.0,21.0,026,1.0
4312.0,5.0,030,1.0
2646.0,20.0,002,1.0
7442.0,25.0,001,1.0
5082.0,22.0,010,1.0
2415.0,2.0,026,1.0
2660.0,24.0,006,1.0
2543.0,30.0,001,1.0
2103.0,18.0,012,1.0
2531.0,29.0,013,1.0
7414.0,32.0,007,1.0
4321.0,12.0,034,1.0
2717.0,14.0,013,1.0
2042.0,12.0,046,1.0
5526.0,13.0,006,1.0
2415.0,2.0,026,1.0
2156.0,12.0,010,1.0
2034.0,11.0,015,1.0
2276.0,30.0,017,1.0
5085.0,29.0,006,1.0
5420.0,35.0,011,1.0
2109.0,29.0,003,1.0
2634.0,23.0,021,1.0
2112.0,10.0,007,1.0
2602.0,9.0,015,1.0
2319.0,13.0,001,1.0
2787.0,28.0,007,1.0
5480.0,23.0,015,1.0
5121.0,18.0,011,1.0
6020.0,4.0,014,1.0
2230.0,7.0,015,1.0
5451.0,8.0,013,1.0
5180.0,12.0,031,1.0
5128.0,9.0,003,1.0
5435.0,23.0,005,1.0
2129.0,11.0,005,1.0
2217.0,22.0,012,1.0
5078.0,21.0,020,1.0
2505.0,16.0,030,1.0
2316.0,11.0,037,1.0
2122.0,7.0,002,1.0
2122.0,4.0,001,1.0
6066.0,1.0,062,1.0
6070.0,9.0,028,1.0
2215.0,11.0,027,1.0
4493.0,17.0,026,1.0
2120.0,4.0,003,1.0
2042.0,7.0,009,1.0
2325.0,13.0,009,1.0
2726.0,6.0,016,1.0
2289.0,3.0,025,1.0
2565.0,10.0,039,1.0
2005.0,13.0,016,1.0
2770.0,8.0,027,1.0
2336.0,26.0,016,1.0
5504.0,19.0,007,1.0
4258.0,7.0,022,1.0
2621.0,6.0,030,1.0
2301.0,7.0,008,1.0
5420.0,38.0,014,1.0
6120.0,15.0,050,1.0
2338.0,8.0,018,1.0
2559.0,14.0,032,1.0
6019.0,5.0,036,1.0
2660.0,11.0,038,1.0
2305.0,36.0,028,1.0
2748.0,10.0,044,1.0
4256.0,31.0,015,1.0
5051.0,27.0,021,1.0
4236.0,25.0,025,1.0
5022.0,14.0,014,1.0
6061.0,11.0,024,1.0
4251.0,4.0,008,1.0
2403.0,14.0,008,1.0
2309.0,4.0,009,1.0
2130.0,18.0,034,1.0
2314.0,2.0,026,1.0
2103.0,25.0,029,1.0
2316.0,12.0,036,1.0
2104.0,5.0,030,1.0
2167.0,4.0,024,1.0
2310.0,3.0,004,1.0
2310.0,22.0,010,1.0
2264.0,5.0,030,1.0
2103.0,12.0,018,1.0
2231.0,3.0,008,1.0
6017.0,23.0,020,1.0
2729.0,10.0,014,1.0
2269.0,22.0,018,1.0
2513.0,21.0,020,1.0
2748.0,34.0,030,1.0
2248.0,3.0,012,1.0
2741.0,11.0,056,1.0
2315.0,20.0,012,1.0
2420.0,8.0,002,1.0
2104.0,10.0,019,1.0
2308.0,21.0,006,1.0
2417.0,11.0,008,1.0
2741.0,13.0,020,1.0
2316.0,3.0,005,1.0
2316.0,12.0,030,1.0
2316.0,20.0,005,1.0
2330.0,10.0,009,1.0
2307.0,6.0,009,1.0
2131.0,20.0,004,1.0
2316.0,3.0,009,1.0
2316.0,3.0,053,1.0
2309.0,24.0,004,1.0
2101.0,4.0,003,1.0
4235.0,9.0,010,1.0
5034.0,2.0,002,1.0
2763.0,25.0,006,1.0
2308.0,4.0,009,1.0
2322.0,8.0,066,1.0
2621.0,26.0,017,1.0
5121.0,18.0,011,1.0
2410.0,10.0,030,1.0
2316.0,20.0,017,1.0
2625.0,11.0,010,1.0
2309.0,24.0,008,1.0
2131.0,9.0,023,1.0
2706.0,20.0,033,1.0
2156.0,11.0,013,1.0
5586.0,33.0,009,1.0
2105.0,17.0,004,1.0
2625.0,11.0,020,1.0
2551.0,22.0,005,1.0
5054.0,16.0,014,1.0
6019.0,18.0,006,1.0
2129.0,8.0,002,1.0
2627.0,17.0,006,1.0
2343.0,13.0,004,1.0
2566.0,15.0,060,1.0
2420.0,6.0,006,1.0
2731.0,27.0,017,1.0
2032.0,19.0,023,1.0
2619.0,21.0,025,2.0
2316.0,29.0,003,1.0
4258.0,6.0,011,1.0
2317.0,11.0,021,1.0
5207.0,10.0,022,1.0
5464.0,17.0,030,1.0
2310.0,2.0,028,1.0
2414.0,33.0,017,1.0
2309.0,16.0,008,1.0
2216.0,15.0,012,1.0
2414.0,32.0,029,1.0
2310.0,25.0,008,1.0
5088.0,9.0,017,1.0
2768.0,15.0,035,1.0
5014.0,16.0,002,1.0
2414.0,10.0,008,1.0
5005.0,2.0,003,1.0
2409.0,7.0,005,1.0
2034.0,15.0,013,1.0
2507.0,13.0,003,1.0
2556.0,20.0,032,1.0
2627.0,32.0,022,1.0
2269.0,14.0,035,1.0
5055.0,20.0,018,1.0
2206.0,26.0,022,1.0
2308.0,22.0,003,1.0
4334.0,23.0,012,1.0
2625.0,11.0,014,1.0
2316.0,23.0,003,1.0
5593.0,28.0,031,1.0
2243.0,9.0,014,1.0
2128.0,19.0,018,1.0
2414.0,31.0,009,1.0
2625.0,33.0,022,1.0
2417.0,18.0,021,1.0
2513.0,11.0,023,1.0
5178.0,1.0,027,1.0
2330.0,26.0,005,1.0
2612.0,19.0,001,1.0
2627.0,10.0,008,1.0
2269.0,16.0,006,1.0
2405.0,20.0,020,1.0
5436.0,21.0,027,1.0
2654.0,4.0,027,2.0
2308.0,20.0,009,1.0
2336.0,4.0,016,1.0
2104.0,9.0,013,1.0
2768.0,17.0,006,1.0
2565.0,7.0,036,1.0
5564.0,24.0,034,1.0
2264.0,4.0,043,2.0
2224.0,28.0,005,1.0
2565.0,5.0,055,1.0
2678.0,15.0,012,1.0
2310.0,10.0,003,1.0
2608.0,22.0,014,1.0
6017.0,22.0,004,1.0
2024.0,21.0,042,1.0
5085.0,4.0,005,1.0
2132.0,12.0,004,1.0
2101.0,34.0,011,1.0
2615.0,15.0,014,1.0
2316.0,4.0,010,1.0
2310.0,13.0,016,1.0
5493.0,18.0,002,1.0
2346.0,13.0,016,1.0
2619.0,3.0,018,1.0
4231.0,11.0,011,1.0
2309.0,5.0,008,1.0
2623.0,18.0,021,1.0
5001.0,29.0,022,1.0
4255.0,8.0,018,1.0
5442.0,21.0,023,1.0
2627.0,14.0,023,1.0
5486.0,28.0,027,1.0
2235.0,19.0,013,1.0
2620.0,23.0,002,1.0
2319.0,20.0,021,1.0
2317.0,12.0,035,1.0
2319.0,14.0,016,1.0
2535.0,13.0,006,1.0
2201.0,19.0,009,1.0
2310.0,21.0,031,1.0
2607.0,7.0,009,1.0
5492.0,13.0,017,1.0
6049.0,28.0,024,1.0
5590.0,11.0,018,1.0
2316.0,10.0,046,1.0
2623.0,1.0,020,1.0
5047.0,12.0,009,1.0
2620.0,17.0,017,1.0
5468.0,7.0,018,1.0
2136.0,16.0,012,1.0
2414.0,32.0,033,1.0
2264.0,8.0,028,1.0
6121.0,17.0,042,1.0
2316.0,25.0,010,1.0
2163.0,4.0,015,1.0
5468.0,2.0,008,1.0
2247.0,16.0,026,1.0
2669.0,19.0,019,1.0
2128.0,4.0,043,1.0
2628.0,9.0,009,1.0
2308.0,14.0,016,1.0
2248.0,4.0,005,1.0
2206.0,24.0,018,1.0
2629.0,13.0,058,1.0
2310.0,24.0,022,1.0
5021.0,3.0,006,1.0
2649.0,17.0,020,1.0
6063.0,13.0,005,1.0
4494.0,20.0,007,1.0
2317.0,13.0,019,1.0
2102.0,16.0,088,1.0
5075.0,6.0,016,1.0
2623.0,14.0,015,1.0
2104.0,8.0,028,1.0
2309.0,7.0,018,1.0
2301.0,2.0,024,1.0
2201.0,3.0,025,1.0
2580.0,2.0,008,1.0
4009.0,6.0,015,1.0
2781.0,27.0,010,1.0
2404.0,21.0,026,1.0
2103.0,13.0,017,1.0
5682.0,10.0,017,1.0
2153.0,24.0,036,1.0
2238.0,11.0,078,1.0
2310.0,2.0,016,1.0
2414.0,31.0,041,1.0
2249.0,18.0,017,1.0
2560.0,28.0,001,1.0
2729.0,27.0,047,1.0
2410.0,4.0,019,1.0
2309.0,5.0,019,1.0
2310.0,17.0,008,1.0
5019.0,3.0,033,1.0
4236.0,13.0,017,1.0
2572.0,11.0,023,1.0
2307.0,23.0,***,1.0
2201.0,6.0,014,1.0
4107.0,36.0,006,1.0
5458.0,24.0,004,1.0
2523.0,14.0,014,1.0
2329.0,21.0,034,1.0
4236.0,30.0,016,1.0
2309.0,21.0,016,1.0
2213.0,3.0,017,1.0
2619.0,18.0,005,1.0
2624.0,4.0,023,2.0
2265.0,17.0,008,1.0
2623.0,18.0,010,1.0
4315.0,10.0,020,1.0
2309.0,25.0,016,1.0
5088.0,16.0,022,1.0
6088.0,20.0,003,1.0
5548.0,19.0,063,1.0
2633.0,11.0,019,1.0
2360.0,18.0,022,1.0
4301.0,11.0,020,1.0
2414.0,26.0,008,1.0
5116.0,2.0,003,1.0
2311.0,12.0,022,1.0
2336.0,20.0,023,1.0
2666.0,22.0,008,1.0
2748.0,35.0,020,1.0
5020.0,5.0,012,1.0
2182.0,11.0,021,1.0
2671.0,22.0,028,1.0
2502.0,29.0,024,1.0
2206.0,25.0,022,1.0
2243.0,16.0,030,1.0
2128.0,5.0,003,1.0
2340.0,17.0,038,1.0
2249.0,19.0,018,1.0
7415.0,28.0,005,1.0
2309.0,9.0,007,1.0
2647.0,24.0,018,1.0
2620.0,24.0,016,1.0
2414.0,9.0,030,1.0
7410.0,3.0,093,1.0
2619.0,20.0,011,1.0
2332.0,12.0,013,1.0
7417.0,2.0,028,1.0
2624.0,3.0,021,1.0
2733.0,23.0,040,1.0
2627.0,25.0,030,1.0
2075.0,3.0,028,1.0
2423.0,27.0,005,1.0
2358.0,4.0,003,1.0
2572.0,2.0,032,1.0
2336.0,3.0,032,1.0
2309.0,3.0,018,1.0
5036.0,1.0,011,1.0
4252.0,19.0,003,1.0
2648.0,6.0,007,1.0
4107.0,26.0,032,1.0
2309.0,25.0,020,1.0
2023.0,3.0,006,1.0
2337.0,18.0,023,1.0
2667.0,14.0,006,1.0
2227.0,24.0,023,1.0
2727.0,3.0,048,1.0
2116.0,001,094,1.0
5061.0,002,026,1.0
2216.0,004,018,1.0
2327.0,006,103,1.0
4370.0,008,018,1.0
4246.0,025,027,1.0
2645.0,014,005,1.0
2138.0,028,048,1.0
4405.0,009,008,1.0
2123.0,034,015,1.0
2119.0,003,014,1.0
6019.0,002,027,1.0
2136.0,006,010,1.0
2309.0,001,011,1.0
2119.0,024,020,1.0
6013.0,008,009,1.0
2218.0,009,007,1.0
2686.0,004,007,1.0
5044.0,024,034,1.0
2226.0,028,004,1.0
2646.0,009,002,1.0
2648.0,011,001,1.0
2228.0,015,021,1.0
4246.0,028,006,1.0
2423.0,030,013,1.0
5061.0,026,045,1.0
2217.0,006,025,1.0
2529.0,018,025,1.0
2156.0,013,030,1.0
2101.0,029,011,1.0
4245.0,020,014,1.0
2310.0,005,012,1.0
5435.0,022,034,1.0
2780.0,002,028,1.0
2131.0,004,008,1.0
5307.0,018,031,1.0
2688.0,043,035,1.0
5086.0,017,006,1.0
5018.0,022,028,1.0
2220.0,013,004,1.0
5063.0,010,030,1.0
5419.0,016,009,1.0
5103.0,005,022,1.0
5084.0,003,040,1.0
4257.0,003,010,1.0
5456.0,016,023,2.0
2549.0,024,023,1.0
4242.0,006,004,1.0
2415.0,005,021,1.0
2010.0,006,020,1.0
4320.0,008,052,1.0
2047.0,010,006,1.0
4006.0,028,015,1.0
2126.0,010,021,1.0
2136.0,007,006,1.0
2726.0,018,009,1.0
2229.0,037,016,1.0
2572.0,008,023,1.0
5551.0,014,001,1.0
2325.0,028,012,1.0
4004.0,029,020,1.0
2022.0,009,009,1.0
2316.0,018,013,1.0
4323.0,017,022,1.0
5016.0,037,009,1.0
4326.0,007,016,1.0
6050.0,034,002,1.0
2517.0,001,001,1.0
2315.0,013,019,1.0
2101.0,024,004,1.0
2250.0,012,015,1.0
4247.0,026,006,1.0
2619.0,004,015,1.0
2405.0,007,023,1.0
2338.0,031,024,1.0
2621.0,004,014,1.0
2226.0,012,010,1.0
2727.0,001,017,1.0
2417.0,014,016,1.0
4321.0,013,064,1.0
2782.0,014,008,1.0
2424.0,006,020,1.0
2024.0,014,007,1.0
2263.0,018,019,1.0
2415.0,012,022,1.0
2264.0,012,019,1.0
2741.0,011,031,1.0
2414.0,031,019,1.0
2415.0,011,037,1.0
2316.0,003,004,1.0
5052.0,029,016,1.0
5525.0,007,017,1.0
2785.0,017,007,1.0
4383.0,001,028,1.0
2204.0,009,006,1.0
5015.0,016,018,1.0
4107.0,036,006,1.0
2111.0,025,021,1.0
2120.0,031,026,1.0
2103.0,018,009,1.0
2101.0,023,005,1.0
5059.0,008,011,1.0
2316.0,017,016,1.0
4244.0,019,005,1.0
2629.0,033,031,1.0
2694.0,008,033,1.0
2233.0,015,005,1.0
5477.0,012,005,1.0
2533.0,015,003,1.0
2316.0,027,009,1.0
4371.0,017,002,1.0
2305.0,030,006,1.0
2101.0,034,008,1.0
2224.0,004,035,1.0
2039.0,014,023,1.0
5514.0,004,020,1.0
5551.0,028,001,1.0
2327.0,025,005,1.0
2239.0,004,004,1.0
2129.0,017,014,1.0
2238.0,003,024,1.0
4230.0,028,023,1.0
2248.0,025,001,1.0
2506.0,024,017,1.0
2646.0,012,024,1.0
2637.0,027,014,1.0
2121.0,001,006,1.0
2625.0,014,001,1.0
2169.0,015,028,1.0
5540.0,006,023,1.0
2679.0,001,024,1.0
2783.0,022,003,1.0
2316.0,018,018,1.0
2034.0,019,047,1.0
2631.0,014,010,1.0
6031.0,029,023,1.0
4239.0,007,023,1.0
2666.0,019,003,1.0
4221.0,025,009,1.0
2263.0,015,008,1.0
2420.0,015,015,1.0
2410.0,015,018,1.0
2234.0,020,020,1.0
2425.0,018,031,1.0
4112.0,013,004,1.0
2103.0,012,011,1.0
4306.0,004,014,1.0
5206.0,009,002,1.0
6053.0,003,008,1.0
2139.0,009,033,1.0
2534.0,014,014,1.0
2565.0,018,057,1.0
2151.0,016,037,1.0
2676.0,010,032,1.0
2269.0,015,031,1.0
2620.0,005,028,1.0
2683.0,019,026,1.0
2316.0,010,037,1.0
2234.0,024,036,1.0
2648.0,002,002,1.0
2530.0,034,025,1.0
2625.0,011,009,1.0
2310.0,004,003,1.0
5669.0,005,003,1.0
5015.0,037,001,1.0
2338.0,015,018,1.0
2403.0,018,034,1.0
2264.0,012,022,1.0
4244.0,022,016,1.0
4301.0,021,022,1.0
2538.0,013,003,1.0
2216.0,030,026,1.0
4122.0,007,012,1.0
2634.0,040,007,1.0
2316.0,024,005,1.0
2687.0,022,005,1.0
6040.0,031,032,1.0
2156.0,010,019,1.0
2309.0,023,020,1.0
5445.0,001,022,1.0
2532.0,009,014,1.0
2407.0,023,014,1.0
6083.0,028,003,1.0
6117.0,003,014,1.0
2572.0,036,009,1.0
2358.0,015,014,1.0
6006.0,002,040,1.0
6065.0,008,022,1.0
2217.0,013,027,1.0
2572.0,007,027,1.0
2332.0,015,021,1.0
2682.0,017,001,1.0
2761.0,004,002,1.0
2124.0,010,020,1.0
5065.0,002,010,1.0
2414.0,015,017,1.0
2104.0,009,014,1.0
5484.0,026,027,1.0
2336.0,031,013,1.0
2345.0,018,051,1.0
2565.0,018,004,1.0
5537.0,016,009,1.0
4412.0,008,023,1.0
2042.0,007,059,1.0
2570.0,004,026,1.0
2310.0,018,009,1.0
6048.0,034,031,1.0
2631.0,028,013,1.0
5034.0,016,054,1.0
2316.0,003,017,1.0
2543.0,019,002,1.0
2644.0,012,027,1.0
6030.0,015,013,1.0
4115.0,016,010,1.0
2201.0,020,019,1.0
2620.0,024,018,1.0
5511.0,020,016,1.0
6048.0,017,042,1.0
2121.0,023,022,1.0
2706.0,016,026,1.0
2308.0,002,003,1.0
2414.0,033,018,1.0
2420.0,007,003,1.0
2625.0,031,026,1.0
2033.0,010,004,1.0
2568.0,016,031,1.0
2627.0,018,004,1.0
7422.0,016,022,1.0
2316.0,003,016,1.0
2615.0,005,025,1.0
2325.0,024,005,1.0
2410.0,008,007,1.0
2239.0,003,016,1.0
2131.0,011,017,2.0
5420.0,029,025,1.0
2103.0,019,016,1.0
2420.0,010,009,1.0
2156.0,010,009,1.0
2633.0,008,008,1.0
2113.0,020,004,1.0
2217.0,013,030,1.0
2631.0,005,040,1.0
2206.0,034,025,1.0
5538.0,017,008,1.0
2356.0,036,030,1.0
4230.0,019,013,1.0
5043.0,018,004,1.0
2362.0,023,011,1.0
6053.0,019,020,1.0
5057.0,008,015,1.0
6019.0,014,015,1.0
5478.0,012,008,1.0
2706.0,021,003,1.0
4248.0,017,017,1.0
4303.0,004,007,1.0
2034.0,019,032,1.0
2354.0,012,029,1.0
4255.0,012,021,1.0
2646.0,016,014,1.0
2021.0,012,038,1.0
2645.0,006,039,1.0
2360.0,018,013,1.0
4248.0,024,023,1.0
2616.0,016,004,1.0
6036.0,008,010,1.0
5425.0,010,007,1.0
6017.0,016,014,1.0
2647.0,025,023,1.0
5303.0,005,014,1.0
5536.0,017,029,1.0
2623.0,012,001,1.0
2664.0,002,016,1.0
2684.0,004,020,1.0
5523.0,036,007,1.0
5306.0,001,029,1.0
2569.0,020,039,1.0
5089.0,018,008,1.0
2512.0,009,024,1.0
7451.0,026,012,1.0
2410.0,005,020,1.0
5511.0,040,007,1.0
4259.0,010,025,1.0
5055.0,004,033,1.0
5021.0,024,022,1.0
6117.0,007,004,1.0
2331.0,006,021,1.0
6019.0,021,020,1.0
2423.0,029,014,1.0
4245.0,020,008,1.0
2368.0,020,026,1.0
5512.0,011,028,1.0
2566.0,005,001,1.0
2038.0,033,027,1.0
5075.0,019,021,1.0
2163.0,016,008,1.0
2004.0,015,026,1.0
2217.0,012,094,1.0
2209.0,006,005,1.0
2166.0,021,007,1.0
2238.0,005,026,1.0
6015.0,002,010,1.0
5307.0,011,024,1.0
2673.0,011,042,1.0
5229.0,003,027,1.0
2245.0,010,010,1.0
6055.0,018,035,1.0
6006.0,017,004,1.0
2023.0,006,009,1.0
2111.0,005,004,1.0
5037.0,005,025,1.0
2527.0,028,021,1.0
5479.0,013,009,1.0
2501.0,018,011,1.0
2022.0,002,018,1.0
2308.0,023,002,1.0
4251.0,022,023,1.0
2176.0,024,003,1.0
5081.0,031,004,1.0
2613.0,024,046,1.0
4108.0,014,013,1.0
2510.0,021,024,1.0
4252.0,001,030,1.0
5044.0,021,001,1.0
5067.0,010,030,1.0
2166.0,014,005,1.0
4238.0,015,004,1.0
5066.0,017,012,1.0
2683.0,015,001,1.0
2181.0,027,013,1.0
2238.0,024,004,1.0
5066.0,007,043,1.0
5436.0,012,023,1.0
2074.0,028,006,1.0
2106.0,030,014,1.0
5034.0,002,040,1.0
2310.0,015,025,1.0
4231.0,013,002,1.0
2308.0,016,013,1.0
2301.0,010,012,1.0
5419.0,026,037,1.0
5034.0,013,029,1.0
5057.0,024,013,1.0
2631.0,025,023,1.0
2781.0,005,015,1.0
2644.0,016,037,1.0
5514.0,006,043,1.0
4305.0,024,014,1.0
2124.0,017,030,1.0
5507.0,007,011,1.0
2532.0,029,039,1.0
2307.0,007,005,1.0
2222.0,020,022,1.0
5208.0,020,027,1.0
2317.0,004,001,1.0
2238.0,024,022,1.0
